"GEO","CITY","PROVINCE","CDUID","YEAR","POPULATION"
"Division No. 17, Manitoba","Division No. 17","Manitoba","4617","2019",22251
"Division No. 17, Saskatchewan","Division No. 17","Saskatchewan","4717","2019",50040
"Division No. 18, Alberta","Division No. 18","Alberta","4818","2019",14718
"Division No. 18, Manitoba","Division No. 18","Manitoba","4618","2019",25211
"Division No. 18, Saskatchewan","Division No. 18","Saskatchewan","4718","2019",39234
"Division No. 19, Alberta","Division No. 19","Alberta","4819","2019",127333
"Division No. 19, Manitoba","Division No. 19","Manitoba","4619","2019",17819
"Division No. 2, Alberta","Division No. 2","Alberta","4802","2019",180819
"Division No. 2, Manitoba","Division No. 2","Manitoba","4602","2019",82751
"Division No. 2, Newfoundland and Labrador","Division No. 2","Newfoundland and Labrador","1002","2019",19702
"Division No. 2, Saskatchewan","Division No. 2","Saskatchewan","4702","2019",23260
"Division No. 20, Manitoba","Division No. 20","Manitoba","4620","2019",9665
"Division No. 21, Manitoba","Division No. 21","Manitoba","4621","2019",22395
"Division No. 22, Manitoba","Division No. 22","Manitoba","4622","2019",44520
"Division No. 23, Manitoba","Division No. 23","Manitoba","4623","2019",9723
"Division No. 3, Alberta","Division No. 3","Alberta","4803","2019",39942
"Division No. 3, Manitoba","Division No. 3","Manitoba","4603","2019",59433
"Division No. 3, Newfoundland and Labrador","Division No. 3","Newfoundland and Labrador","1003","2019",14988
"Division No. 3, Saskatchewan","Division No. 3","Saskatchewan","4703","2019",12649
"Division No. 4, Alberta","Division No. 4","Alberta","4804","2019",9539
"Division No. 4, Manitoba","Division No. 4","Manitoba","4604","2019",10364
"Division No. 4, Newfoundland and Labrador","Division No. 4","Newfoundland and Labrador","1004","2019",20014
"Division No. 4, Saskatchewan","Division No. 4","Saskatchewan","4704","2019",11012
"Division No. 5, Alberta","Division No. 5","Alberta","4805","2019",57511
"Division No. 5, Manitoba","Division No. 5","Manitoba","4605","2019",13366
"Division No. 5, Newfoundland and Labrador","Division No. 5","Newfoundland and Labrador","1005","2019",42244
"Division No. 5, Saskatchewan","Division No. 5","Saskatchewan","4705","2019",32125
"Division No. 6, Alberta","Division No. 6","Alberta","4806","2019",1624524
"Division No. 6, Manitoba","Division No. 6","Manitoba","4606","2019",10555
"Division No. 6, Newfoundland and Labrador","Division No. 6","Newfoundland and Labrador","1006","2019",38270
"Division No. 6, Saskatchewan","Division No. 6","Saskatchewan","4706","2019",288096
"Division No. 7, Alberta","Division No. 7","Alberta","4807","2019",41664
"Division No. 7, Manitoba","Division No. 7","Manitoba","4607","2019",74010
"Division No. 7, Newfoundland and Labrador","Division No. 7","Newfoundland and Labrador","1007","2019",33546
"Division No. 7, Saskatchewan","Division No. 7","Saskatchewan","4707","2019",48565
"Division No. 8, Alberta","Division No. 8","Alberta","4808","2019",220898
"Division No. 8, Manitoba","Division No. 8","Manitoba","4608","2019",14595
"Division No. 8, Newfoundland and Labrador","Division No. 8","Newfoundland and Labrador","1008","2019",35159
"Division No. 8, Saskatchewan","Division No. 8","Saskatchewan","4708","2019",31824
"Division No. 9, Alberta","Division No. 9","Alberta","4809","2019",21048
"Division No. 9, Manitoba","Division No. 9","Manitoba","4609","2019",25493
"Division No. 9, Newfoundland and Labrador","Division No. 9","Newfoundland and Labrador","1009","2019",15161
"Division No. 9, Saskatchewan","Division No. 9","Saskatchewan","4709","2019",36303
"Drummond, Quebec","Drummond","Quebec","2449","2019",107119
"Dufferin, Ontario","Dufferin","Ontario","3522","2019",67496
"Durham, Ontario","Durham","Ontario","3518","2019",698184
"East Kootenay, British Columbia","East Kootenay","British Columbia","5901","2019",65120
"Elgin, Ontario","Elgin","Ontario","3534","2019",95005
"Essex, Ontario","Essex","Ontario","3537","2019",426474
"Francheville, Quebec","Francheville","Quebec","2437","2019",157497
"Fraser-Fort George, British Columbia","Fraser-Fort George","British Columbia","5953","2019",103133
"Fraser Valley, British Columbia","Fraser Valley","British Columbia","5909","2019",331434
"Frontenac, Ontario","Frontenac","Ontario","3510","2019",162852
"Gatineau, Quebec","Gatineau","Quebec","2481","2019",287650
"Gloucester, New Brunswick","Gloucester","New Brunswick","1315","2019",79016
"Greater Sudbury, Ontario","Greater Sudbury","Ontario","3553","2019",168705
"Greater Vancouver, British Columbia","Greater Vancouver","British Columbia","5915","2019",2706792
"Grey, Ontario","Grey","Ontario","3542","2019",100454
"Guysborough, Nova Scotia","Guysborough","Nova Scotia","1213","2019",7442
"Haldimand-Norfolk, Ontario","Haldimand-Norfolk","Ontario","3528","2019",120049
"Haliburton, Ontario","Haliburton","Ontario","3546","2019",19289
"Halifax, Nova Scotia","Halifax","Nova Scotia","1209","2019",439510
"Halton, Ontario","Halton","Ontario","3524","2019",597770
"Hamilton, Ontario","Hamilton","Ontario","3525","2019",574265
"Hants, Nova Scotia","Hants","Nova Scotia","1208","2019",43583
"Hastings, Ontario","Hastings","Ontario","3512","2019",145170
"Huron, Ontario","Huron","Ontario","3540","2019",62568
"Inverness, Nova Scotia","Inverness","Nova Scotia","1215","2019",17343
"Joliette, Quebec","Joliette","Quebec","2461","2019",69281
"Kamouraska, Quebec","Kamouraska","Quebec","2414","2019",20864
"Kawartha Lakes, Ontario","Kawartha Lakes","Ontario","3516","2019",80373
"Keewatin, Nunavut","Keewatin","Nunavut","6205","2019",11232
"Kenora, Ontario","Kenora","Ontario","3560","2019",70501
"Kent, New Brunswick","Kent","New Brunswick","1308","2019",31459
"Kings, New Brunswick","Kings","New Brunswick","1305","2019",70685
"Kings, Nova Scotia","Kings","Nova Scotia","1207","2019",62604
"Kings, Prince Edward Island","Kings","Prince Edward Island","1101","2019",18291
"Kitikmeot, Nunavut","Kitikmeot","Nunavut","6208","2019",6978
"Kitimat-Stikine, British Columbia","Kitimat-Stikine","British Columbia","5949","2019",39480
"Kootenay Boundary, British Columbia","Kootenay Boundary","British Columbia","5905","2019",33354
"L'Érable, Quebec","L'Érable","Quebec","2432","2019",23746
"L'Assomption, Quebec","L'Assomption","Quebec","2460","2019",127594
"L'Ile-d'Orleans, Quebec","L'Ile-d'Orleans","Quebec","2420","2019",7536
"L'Islet, Quebec","L'Islet","Quebec","2417","2019",17672
"La Côte-de-Beaupre, Quebec","La Côte-de-Beaupre","Quebec","2421","2019",29254
"La Côte-de-Gaspe, Quebec","La Côte-de-Gaspe","Quebec","2403","2019",17476
"La Haute-Côte-Nord, Quebec","La Haute-Côte-Nord","Quebec","2495","2019",10534
"La Haute-Gaspesie, Quebec","La Haute-Gaspesie","Quebec","2404","2019",10966
"La Haute-Yamaska, Quebec","La Haute-Yamaska","Quebec","2447","2019",91786
"La Jacques-Cartier, Quebec","La Jacques-Cartier","Quebec","2422","2019",46181
"La Matapedia, Quebec","La Matapedia","Quebec","2407","2019",17640
"La Mitis, Quebec","La Mitis","Quebec","2409","2019",18024
"La Nouvelle-Beauce, Quebec","La Nouvelle-Beauce","Quebec","2426","2019",37935
"La Riviere-du-Nord, Quebec","La Riviere-du-Nord","Quebec","2475","2019",136472
"La Tuque, Quebec","La Tuque","Quebec","2490","2019",15056
"La Vallee-de-l'Or, Quebec","La Vallee-de-l'Or","Quebec","2489","2019",43521
"La Vallee-de-la-Gatineau, Quebec","La Vallee-de-la-Gatineau","Quebec","2483","2019",20547
"La Vallee-du-Richelieu, Quebec","La Vallee-du-Richelieu","Quebec","2457","2019",130847
"Lac-Saint-Jean-Est, Quebec","Lac-Saint-Jean-Est","Quebec","2493","2019",52969
"Lambton, Ontario","Lambton","Ontario","3538","2019",132269
"Lanark, Ontario","Lanark","Ontario","3509","2019",73164
"Laval, Quebec","Laval","Quebec","2465","2019",439575
"Le Domaine-du-Roy, Quebec","Le Domaine-du-Roy","Quebec","2491","2019",31190
"Le Granit, Quebec","Le Granit","Quebec","2430","2019",21410
"Le Haut-Richelieu, Quebec","Le Haut-Richelieu","Quebec","2456","2019",121002
"Le Haut-Saint-François, Quebec","Le Haut-Saint-François","Quebec","2441","2019",22715
"Le Haut-Saint-Laurent, Quebec","Le Haut-Saint-Laurent","Quebec","2469","2019",24215
"Le Rocher-Perce, Quebec","Le Rocher-Perce","Quebec","2402","2019",17076
"Le Saguenay-et-son-Fjord, Quebec","Le Saguenay-et-son-Fjord","Quebec","2494","2019",169314
"Le Val-Saint-François, Quebec","Le Val-Saint-François","Quebec","2442","2019",31332
"Leeds and Grenville, Ontario","Leeds and Grenville","Ontario","3507","2019",104786
"Lennox and Addington, Ontario","Lennox and Addington","Ontario","3511","2019",44902
"Les Appalaches, Quebec","Les Appalaches","Quebec","2431","2019",42596
"Les Basques, Quebec","Les Basques","Quebec","2411","2019",8577
"Les Collines-de-l'Outaouais, Quebec","Les Collines-de-l'Outaouais","Quebec","2482","2019",51408
"Les Etchemins, Quebec","Les Etchemins","Quebec","2428","2019",16470
"Les Iles-de-la-Madeleine, Quebec","Les Iles-de-la-Madeleine","Quebec","2401","2019",12642
"Les Jardins-de-Napierville, Quebec","Les Jardins-de-Napierville","Quebec","2468","2019",30619
"Les Laurentides, Quebec","Les Laurentides","Quebec","2478","2019",47699
"Les Maskoutains, Quebec","Les Maskoutains","Quebec","2454","2019",88920
"Les Moulins, Quebec","Les Moulins","Quebec","2464","2019",167105
"Les Pays-d'en-Haut, Quebec","Les Pays-d'en-Haut","Quebec","2477","2019",43877
"Les Sources, Quebec","Les Sources","Quebec","2440","2019",14291
"Levis, Quebec","Levis","Quebec","2425","2019",147749
"Longueuil, Quebec","Longueuil","Quebec","2458","2019",432409
"Lotbiniere, Quebec","Lotbiniere","Quebec","2433","2019",33321
"Lunenburg, Nova Scotia","Lunenburg","Nova Scotia","1206","2019",48141
"Madawaska, New Brunswick","Madawaska","New Brunswick","1313","2019",33195
"Manicouagan, Quebec","Manicouagan","Quebec","2496","2019",30329
"Manitoulin, Ontario","Manitoulin","Ontario","3551","2019",13785
"Marguerite-D'Youville, Quebec","Marguerite-D'Youville","Quebec","2459","2019",79948
"Maria-Chapdelaine, Quebec","Maria-Chapdelaine","Quebec","2492","2019",24512
"Maskinonge, Quebec","Maskinonge","Quebec","2451","2019",36820
"Matane, Quebec","Matane","Quebec","2408","2019",20887
"Matawinie, Quebec","Matawinie","Quebec","2462","2019",52207
"Mekinac, Quebec","Mekinac","Quebec","2435","2019",12378
"Memphremagog, Quebec","Memphremagog","Quebec","2445","2019",52101
"Middlesex, Ontario","Middlesex","Ontario","3539","2019",502775
"Minganie-Le Golfe-du-Saint-Laurent, Quebec","Minganie-Le Golfe-du-Saint-Laurent","Quebec","2498","2019",11064
"Mirabel, Quebec","Mirabel","Quebec","2474","2019",57549
"Montcalm, Quebec","Montcalm","Quebec","2463","2019",56079
"Montmagny, Quebec","Montmagny","Quebec","2418","2019",22561
"Montreal, Quebec","Montreal","Quebec","2466","2019",2064991
"Mount Waddington, British Columbia","Mount Waddington","British Columbia","5943","2019",11703
"Muskoka, Ontario","Muskoka","Ontario","3544","2019",65949
"Nanaimo, British Columbia","Nanaimo","British Columbia","5921","2019",169980
"Niagara, Ontario","Niagara","Ontario","3526","2019",478201
"Nicolet-Yamaska, Quebec","Nicolet-Yamaska","Quebec","2450","2019",23666
"Nipissing, Ontario","Nipissing","Ontario","3548","2019",86661
"Nord-du-Quebec, Quebec","Nord-du-Quebec","Quebec","2499","2019",45894
"North Okanagan, British Columbia","North Okanagan","British Columbia","5937","2019",90902
"Northern Rockies, British Columbia","Northern Rockies","British Columbia","5959","2019",5078
"Northumberland, New Brunswick","Northumberland","New Brunswick","1309","2019",45446
"Northumberland, Ontario","Northumberland","Ontario","3514","2019",89868
"Okanagan-Similkameen, British Columbia","Okanagan-Similkameen","British Columbia","5907","2019",89344
"Ottawa, Ontario","Ottawa","Ontario","3506","2019",1025425
"Oxford, Ontario","Oxford","Ontario","3532","2019",120440
"Papineau, Quebec","Papineau","Quebec","2480","2019",23241
"Parry Sound, Ontario","Parry Sound","Ontario","3549","2019",44760
"Peace River, British Columbia","Peace River","British Columbia","5955","2019",67114
"Peel, Ontario","Peel","Ontario","3521","2019",1533961
"Perth, Ontario","Perth","Ontario","3531","2019",82051
"Peterborough, Ontario","Peterborough","Ontario","3515","2019",147376
"Pictou, Nova Scotia","Pictou","Nova Scotia","1212","2019",44127
"Pierre-De Saurel, Quebec","Pierre-De Saurel","Quebec","2453","2019",51312
"Pontiac, Quebec","Pontiac","Quebec","2484","2019",14158
"Portneuf, Quebec","Portneuf","Quebec","2434","2019",54426
"Powell River, British Columbia","Powell River","British Columbia","5927","2019",21107
"Prescott and Russell, Ontario","Prescott and Russell","Ontario","3502","2019",95179
"Prince Edward, Ontario","Prince Edward","Ontario","3513","2019",25589
"Prince, Prince Edward Island","Prince","Prince Edward Island","1103","2019",46380
"Quebec, Quebec","Quebec","Quebec","2423","2019",585690
"Queens, New Brunswick","Queens","New Brunswick","1304","2019",10302
"Queens, Nova Scotia","Queens","Nova Scotia","1204","2019",10343
"Queens, Prince Edward Island","Queens","Prince Edward Island","1102","2019",92591
"Rainy River, Ontario","Rainy River","Ontario","3559","2019",20561
"Region 1, Northwest Territories","Region 1","Northwest Territories","6101","2019",6673
"Region 2, Northwest Territories","Region 2","Northwest Territories","6102","2019",2525
"Region 3, Northwest Territories","Region 3","Northwest Territories","6103","2019",2775
"Region 4, Northwest Territories","Region 4","Northwest Territories","6104","2019",3334
"Region 5, Northwest Territories","Region 5","Northwest Territories","6105","2019",7126
"Region 6, Northwest Territories","Region 6","Northwest Territories","6106","2019",22595
"Renfrew, Ontario","Renfrew","Ontario","3547","2019",106787
"Restigouche, New Brunswick","Restigouche","New Brunswick","1314","2019",30940
"Richmond, Nova Scotia","Richmond","Nova Scotia","1216","2019",9086
"Rimouski-Neigette, Quebec","Rimouski-Neigette","Quebec","2410","2019",57458
"Riviere-du-Loup, Quebec","Riviere-du-Loup","Quebec","2412","2019",34787
"Robert-Cliche, Quebec","Robert-Cliche","Quebec","2427","2019",19303
"Roussillon, Quebec","Roussillon","Quebec","2467","2019",192423
"Rouville, Quebec","Rouville","Quebec","2455","2019",37474
"Rouyn-Noranda, Quebec","Rouyn-Noranda","Quebec","2486","2019",43079
"Saint John, New Brunswick","Saint John","New Brunswick","1301","2019",77491
"Sept-Rivieres-Caniapiscau, Quebec","Sept-Rivieres-Caniapiscau","Quebec","2497","2019",38772
"Shawinigan, Quebec","Shawinigan","Quebec","2436","2019",49430
"Shelburne, Nova Scotia","Shelburne","Nova Scotia","1201","2019",13926
"Sherbrooke, Quebec","Sherbrooke","Quebec","2443","2019",168762
"Simcoe, Ontario","Simcoe","Ontario","3543","2019",528155
"Skeena-Queen Charlotte, British Columbia","Skeena-Queen Charlotte","British Columbia","5947","2019",19263
"Squamish-Lillooet, British Columbia","Squamish-Lillooet","British Columbia","5931","2019",47266
"Stikine, British Columbia","Stikine","British Columbia","5957","2019",712
"Stormont, Dundas and Glengarry, Ontario","Stormont","Ontario","3501","2019",118256
"Strathcona, British Columbia","Strathcona","British Columbia","5924","2019",48735
"Sudbury, Ontario","Sudbury","Ontario","3552","2019",22141
"Sunbury, New Brunswick","Sunbury","New Brunswick","1303","2019",28913
"Sunshine Coast, British Columbia","Sunshine Coast","British Columbia","5929","2019",31681
"Temiscamingue, Quebec","Temiscamingue","Quebec","2485","2019",15724
"Temiscouata, Quebec","Temiscouata","Quebec","2413","2019",19243
"Therese-De Blainville, Quebec","Therese-De Blainville","Quebec","2473","2019",162652
"Thompson-Nicola, British Columbia","Thompson-Nicola","British Columbia","5933","2019",146078
"Thunder Bay, Ontario","Thunder Bay","Ontario","3558","2019",151366
"Timiskaming, Ontario","Timiskaming","Ontario","3554","2019",33063
"Toronto, Ontario","Toronto","Ontario","3520","2019",2963468
"Vaudreuil-Soulanges, Quebec","Vaudreuil-Soulanges","Quebec","2471","2019",158318
"Victoria, New Brunswick","Victoria","New Brunswick","1312","2019",18489
"Victoria, Nova Scotia","Victoria","Nova Scotia","1218","2019",7072
"Waterloo, Ontario","Waterloo","Ontario","3530","2019",593321
"Wellington, Ontario","Wellington","Ontario","3523","2019",240552
"Westmorland, New Brunswick","Westmorland","New Brunswick","1307","2019",161253
"Yarmouth, Nova Scotia","Yarmouth","Nova Scotia","1202","2019",24830
"York, New Brunswick","York","New Brunswick","1310","2019",106841
"York, Ontario","York","Ontario","3519","2019",1182525
"Yukon, Yukon","Yukon","Yukon","6001","2019",41477
"Abitibi-Ouest, Quebec","Abitibi-Ouest","Quebec","2487","2020",20539
"Abitibi, Quebec","Abitibi","Quebec","2488","2020",24803
"Acton, Quebec","Acton","Quebec","2448","2020",15971
